Kurzbezeichnung;Langbezeichnung;Timestamp;NUTS1;NUTS2;NUTS3;Typ;Landeswahlkreis;Wahlkreis;Bezirk;DistrictCode;Sprengelnummer;Stimmtyp;ErfassungseinheitTyp;Wahlberechtigte;Abgegebene Stimmen;Ungültige Stimmen;Karl Nehammer – Die Volkspartei;Sozialdemokratische Partei Österreichs;Freiheitliche Partei Österreichs;Die Grünen – Die Grüne Alternative;NEOS – Die Reformkraft für dein neues Österreich;Die Bierpartei;Kommunistische Partei Österreichs – KPÖ Plus;Liste GAZA – Stimmen gegen den Völkermord;Liste Madeleine Petrovic;MFG – Österreich Menschen – Freiheit – Grundrechte;Keine von denen;Status;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Wien;09;;;;;;;1127929;810564;5527;140217;240559;166288;99354;91388;17050;30845;9053;5147;1625;3511;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Wien;09;;;;;Parteistimmen;Nicht zuordenbare ungültige Stimmen;1127929;87;87;;;;;;;;;;;;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Wahlkreis;09;Wien Nord;;;;;;243366;170888;1412;29016;50396;48206;12648;15582;4266;5206;1808;937;395;1016;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Wahlkreis;09;Wien Nord;;;;Parteistimmen;(Brief-)Wahlkartenauszählung Landeswahlbehörde;243366;1826;23;317;474;445;211;213;38;63;11;13;3;15;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Wahlkreis;09;Wien Süd;;;;;;216702;140577;1095;21407;45708;37376;10923;10783;3773;5108;2830;680;280;614;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Wahlkreis;09;Wien Süd;;;;Parteistimmen;(Brief-)Wahlkartenauszählung Landeswahlbehörde;216702;2170;19;388;620;501;250;222;44;85;8;20;7;6;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Wahlkreis;09;Wien Innen-West;;;;;;88589;70878;296;12630;20027;7782;13440;11413;1004;3092;334;521;132;207;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Wahlkreis;09;Wien Innen-West;;;;Parteistimmen;(Brief-)Wahlkartenauszählung Landeswahlbehörde;88589;1736;3;325;440;216;319;304;18;75;6;19;4;7;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Wahlkreis;09;Wien Innen-Süd;;;;;;102947;77382;392;12712;23676;10688;12694;10761;1374;3501;582;540;156;306;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Wahlkreis;09;Wien Innen-Süd;;;;Parteistimmen;(Brief-)Wahlkartenauszählung Landeswahlbehörde;102947;1700;10;324;446;200;330;253;38;61;5;18;9;6;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Wahlkreis;09;Wien Innen-Ost;;;;;;102685;71396;440;9767;23832;12239;10926;7330;1394;3499;1170;400;144;255;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Wahlkreis;09;Wien Innen-Ost;;;;Parteistimmen;(Brief-)Wahlkartenauszählung Landeswahlbehörde;102685;1422;11;190;427;221;275;177;30;68;5;12;4;2;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Wahlkreis;09;Wien Süd-West;;;;;;210621;156565;1054;30434;43712;30752;19968;18571;3158;5462;1350;1133;310;661;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Wahlkreis;09;Wien Süd-West;;;;Parteistimmen;(Brief-)Wahlkartenauszählung Landeswahlbehörde;210621;2315;15;422;556;428;425;296;43;94;4;22;2;8;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Wahlkreis;09;Wien Nord-West;;;;;;163019;122791;751;24251;33208;19245;18755;16948;2081;4977;979;936;208;452;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Wahlkreis;09;Wien Nord-West;;;;Parteistimmen;(Brief-)Wahlkartenauszählung Landeswahlbehörde;163019;2299;8;465;533;324;468;321;40;95;4;21;9;11;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Innen-West;Innere Stadt;90101;;;;11140;8465;22;2604;1614;1231;1024;1604;80;172;27;59;12;16;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Innen-West;Innere Stadt;90101;;Parteistimmen;Briefwahlstimmen;11140;350;0;97;68;26;58;77;3;9;4;5;0;3;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Innen-Ost;Leopoldstadt;90201;;;;60004;42419;230;5751;13999;6332;7326;4983;753;2059;515;243;81;147;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Innen-Ost;Leopoldstadt;90201;;Parteistimmen;Briefwahlstimmen;60004;4077;19;478;1266;302;970;666;73;237;15;26;11;14;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Innen-Süd;Landstraße;90301;;;;55118;40599;205;7005;12224;5936;6190;5788;766;1668;275;290;75;177;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Innen-Süd;Landstraße;90301;;Parteistimmen;Briefwahlstimmen;55118;2723;10;411;813;234;507;492;67;129;8;24;5;23;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Innen-Süd;Wieden;90401;;;;19382;14759;72;2755;4207;1713;2671;2306;205;575;81;96;30;48;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Innen-Süd;Wieden;90401;;Parteistimmen;Briefwahlstimmen;19382;699;2;99;183;48;161;147;13;40;1;2;0;3;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Innen-Süd;Margareten;90501;;;;28447;20324;105;2628;6799;2839;3503;2414;365;1197;221;136;42;75;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Innen-Süd;Margareten;90501;;Parteistimmen;Briefwahlstimmen;28447;1063;4;103;388;69;208;158;26;90;1;9;1;6;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Innen-West;Mariahilf;90601;;;;18904;14392;53;2173;4518;1572;2875;2013;230;704;89;107;22;36;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Innen-West;Mariahilf;90601;;Parteistimmen;Briefwahlstimmen;18904;1021;3;112;295;61;264;197;13;61;1;7;2;5;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Innen-West;Neubau;90701;;;;19281;15377;78;2089;4737;1445;3411;2354;231;771;67;123;22;49;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Innen-West;Neubau;90701;;Parteistimmen;Briefwahlstimmen;19281;784;2;69;253;50;201;148;10;45;2;3;0;1;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Innen-West;Josefstadt;90801;;;;14839;12057;59;2182;3309;1267;2338;2040;155;504;45;88;29;41;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Innen-West;Josefstadt;90801;;Parteistimmen;Briefwahlstimmen;14839;584;1;75;176;27;126;120;6;39;3;4;2;5;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Innen-West;Alsergrund;90901;;;;24425;18851;81;3257;5409;2051;3473;3098;290;866;100;125;43;58;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Innen-West;Alsergrund;90901;;Parteistimmen;Briefwahlstimmen;24425;1054;4;131;288;63;220;249;15;67;3;6;6;2;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Süd;Favoriten;91001;;;;104744;65876;577;10149;21734;17944;4616;4873;1507;2223;1565;281;128;279;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Süd;Favoriten;91001;;Parteistimmen;Briefwahlstimmen;104744;1980;21;271;671;353;220;238;63;92;16;10;7;18;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Süd;Simmering;91101;;;;58847;37312;269;5394;11880;11605;2030;2409;1401;1242;716;139;66;161;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Süd;Simmering;91101;;Parteistimmen;Briefwahlstimmen;58847;1326;17;162;453;265;110;153;66;49;31;4;2;14;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Süd;Meidling;91201;;;;53111;35219;230;5476;11474;7326;4027;3279;821;1558;541;240;79;168;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Süd;Meidling;91201;;Parteistimmen;Briefwahlstimmen;53111;1393;9;183;447;173;257;157;44;82;17;9;1;14;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Süd-West;Hietzing;91301;;;;37100;29292;159;7762;6261;4709;4006;4731;517;647;101;240;56;103;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Süd-West;Hietzing;91301;;Parteistimmen;Briefwahlstimmen;37100;1411;14;318;295;141;241;296;37;39;3;15;6;6;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Süd-West;Penzing;91401;;;;59782;44291;284;8125;12529;8416;6292;5172;919;1622;294;362;88;188;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Süd-West;Penzing;91401;;Parteistimmen;Briefwahlstimmen;59782;1932;13;244;620;238;339;291;44;90;8;25;6;14;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;;;;37172;24991;148;2885;8665;4118;4191;2151;513;1624;405;146;34;111;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Süd-West;Rudolfsheim-Fünfhaus;91501;;Parteistimmen;Briefwahlstimmen;37172;1826;5;172;658;163;413;189;40;140;24;11;3;8;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Nord-West;Ottakring;91601;;;;53593;37213;250;5434;12051;6625;5483;3716;721;2015;462;259;59;138;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Nord-West;Ottakring;91601;;Parteistimmen;Briefwahlstimmen;53593;1916;13;197;639;156;404;276;46;144;15;16;4;6;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Nord-West;Hernals;91701;;;;31127;23120;158;4020;6591;3496;3926;2935;405;1082;173;182;44;108;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Nord-West;Hernals;91701;;Parteistimmen;Briefwahlstimmen;31127;1144;1;126;348;96;236;197;29;79;7;13;3;9;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Nord-West;Währing;91801;;;;31479;24917;118;5071;5942;2989;4760;4283;355;917;115;232;35;100;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Nord-West;Währing;91801;;Parteistimmen;Briefwahlstimmen;31479;1270;10;206;326;71;269;294;12;55;8;12;2;5;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Nord-West;Döbling;91901;;;;46820;35242;217;9261;8091;5811;4118;5693;560;868;225;242;61;95;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Nord-West;Döbling;91901;;Parteistimmen;Briefwahlstimmen;46820;1427;10;290;353;156;206;305;24;50;6;15;2;10;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Innen-Ost;Brigittenau;92001;;;;42681;27555;199;3826;9406;5686;3325;2170;611;1372;650;145;59;106;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Innen-Ost;Brigittenau;92001;;Parteistimmen;Briefwahlstimmen;42681;995;4;103;351;110;184;118;24;74;10;8;5;4;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Nord;Floridsdorf;92101;;;;108262;73415;628;12450;21542;21717;5093;6162;1789;2227;828;390;175;414;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Nord;Floridsdorf;92101;;Parteistimmen;Briefwahlstimmen;108262;2459;21;361;781;480;260;311;75;97;21;18;9;25;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Nord;Donaustadt;92201;;;;135104;95647;761;16249;28380;26044;7344;9207;2439;2916;969;534;217;587;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Nord;Donaustadt;92201;;Parteistimmen;Briefwahlstimmen;135104;3683;45;554;1191;614;415;497;117;138;30;27;14;41;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Süd-West;Liesing;92301;;;;76567;55676;448;11240;15701;13081;5054;6221;1166;1475;546;363;130;251;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Bezirk;09;Wien Süd-West;Liesing;92301;;Parteistimmen;Briefwahlstimmen;76567;1971;20;317;590;338;247;292;58;51;15;17;5;21;Endergebnis der Landeswahlbehörde;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-West;Innere Stadt;90101;1;Parteistimmen;;637;494;3;154;82;84;52;105;1;7;0;4;2;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-West;Innere Stadt;90101;2;Parteistimmen;;1505;898;1;241;212;94;160;141;10;20;10;4;1;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-West;Innere Stadt;90101;3;Parteistimmen;;744;534;1;154;113;105;60;82;4;9;3;2;1;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-West;Innere Stadt;90101;4;Parteistimmen;;725;553;1;149;118;93;68;99;6;14;0;5;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-West;Innere Stadt;90101;5;Parteistimmen;;851;649;2;206;117;109;74;113;6;16;2;4;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-West;Innere Stadt;90101;6;Parteistimmen;;754;550;2;188;93;77;54;113;3;14;0;3;1;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-West;Innere Stadt;90101;7;Parteistimmen;;689;510;1;177;80;76;58;102;6;7;0;3;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-West;Innere Stadt;90101;8;Parteistimmen;;842;639;0;169;143;113;65;119;5;14;2;7;1;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-West;Innere Stadt;90101;9;Parteistimmen;;730;518;1;204;62;72;42;112;7;10;2;4;1;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-West;Innere Stadt;90101;10;Parteistimmen;;455;342;0;98;67;43;40;85;3;3;0;3;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-West;Innere Stadt;90101;11;Parteistimmen;;834;640;2;221;115;107;52;117;3;11;2;5;4;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-West;Innere Stadt;90101;12;Parteistimmen;;629;459;2;163;80;61;42;93;1;10;0;4;0;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-West;Innere Stadt;90101;13;Parteistimmen;;896;681;4;204;115;98;99;133;11;10;1;5;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-West;Innere Stadt;90101;14;Parteistimmen;;849;648;2;179;149;73;100;113;11;18;1;1;1;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;1;Parteistimmen;;716;513;1;62;159;35;125;81;7;24;3;11;3;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;2;Parteistimmen;;724;465;2;49;148;59;93;73;8;23;4;3;0;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;3;Parteistimmen;;889;658;6;86;202;76;163;80;5;33;1;4;0;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;4;Parteistimmen;;847;551;1;94;165;88;84;74;15;26;2;0;1;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;5;Parteistimmen;;761;525;3;62;163;66;124;55;13;31;1;1;2;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;6;Parteistimmen;;772;483;2;71;169;63;74;54;10;24;7;5;1;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;7;Parteistimmen;;668;463;0;60;155;41;99;71;0;26;2;7;0;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;8;Parteistimmen;;617;413;3;66;130;52;84;49;4;20;3;1;1;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;9;Parteistimmen;;763;497;3;76;158;67;94;53;9;24;5;4;1;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;10;Parteistimmen;;666;491;0;82;161;44;84;80;5;31;0;3;1;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;11;Parteistimmen;;738;474;2;76;155;50;92;58;7;23;2;6;2;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;12;Parteistimmen;;1482;791;2;118;204;78;199;135;16;30;6;2;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;13;Parteistimmen;;880;549;3;98;171;86;82;72;8;20;3;4;1;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;14;Parteistimmen;;822;485;2;91;155;58;78;65;11;19;2;1;0;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;15;Parteistimmen;;722;489;1;85;160;62;84;55;5;30;1;5;1;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;16;Parteistimmen;;759;522;2;94;178;62;91;58;4;27;1;1;1;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;17;Parteistimmen;;656;446;8;88;138;50;73;65;5;16;0;2;1;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;18;Parteistimmen;;631;401;3;58;137;59;80;36;10;14;0;1;2;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;19;Parteistimmen;;735;471;1;58;166;58;87;45;8;41;1;3;3;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;20;Parteistimmen;;757;506;3;65;163;59;106;77;8;21;2;1;1;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;21;Parteistimmen;;704;459;1;72;171;53;83;44;7;18;3;5;2;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;22;Parteistimmen;;987;603;4;106;209;69;106;67;11;16;2;8;2;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;23;Parteistimmen;;682;457;0;71;162;42;80;67;5;27;0;2;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;24;Parteistimmen;;628;379;1;59;124;66;59;37;11;19;2;0;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;25;Parteistimmen;;864;507;2;69;164;68;105;43;15;34;3;0;1;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;26;Parteistimmen;;626;404;2;53;120;61;89;51;5;17;2;3;1;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;27;Parteistimmen;;573;406;3;56;124;46;93;53;3;22;1;4;1;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;28;Parteistimmen;;688;455;2;74;152;55;74;53;3;29;4;4;0;5;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;29;Parteistimmen;;569;346;6;37;112;38;65;42;9;27;6;2;0;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;30;Parteistimmen;;405;260;1;32;97;36;47;28;3;11;3;1;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;31;Parteistimmen;;1152;742;4;79;271;85;150;70;18;44;7;3;2;9;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;32;Parteistimmen;;958;547;5;48;213;105;65;49;9;35;7;7;1;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;33;Parteistimmen;;524;346;1;47;101;57;58;49;6;17;5;3;0;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;34;Parteistimmen;;533;337;2;49;120;52;57;44;1;9;3;0;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;35;Parteistimmen;;771;550;2;88;171;69;113;74;8;22;1;2;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Innen-Ost;Leopoldstadt;90201;36;Parteistimmen;;715;523;1;98;149;80;87;74;10;19;0;2;2;1;;
