Kurzbezeichnung;Langbezeichnung;Timestamp;NUTS1;NUTS2;NUTS3;Typ;Landeswahlkreis;Wahlkreis;Bezirk;DistrictCode;Sprengelnummer;Stimmtyp;ErfassungseinheitTyp;Wahlberechtigte;Abgegebene Stimmen;Ungültige Stimmen;Karl Nehammer – Die Volkspartei;Sozialdemokratische Partei Österreichs;Freiheitliche Partei Österreichs;Die Grünen – Die Grüne Alternative;NEOS – Die Reformkraft für dein neues Österreich;Die Bierpartei;Kommunistische Partei Österreichs – KPÖ Plus;Liste GAZA – Stimmen gegen den Völkermord;Liste Madeleine Petrovic;MFG – Österreich Menschen – Freiheit – Grundrechte;Keine von denen;Status;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Floridsdorf;92101;120;Parteistimmen;;795;569;11;85;142;200;46;37;16;16;4;4;2;6;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Floridsdorf;92101;121;Parteistimmen;;856;597;7;83;151;255;17;38;15;24;2;3;0;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Floridsdorf;92101;122;Parteistimmen;;661;456;2;62;106;201;24;33;11;9;4;0;2;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Floridsdorf;92101;123;Parteistimmen;;1004;701;10;110;186;225;58;66;18;18;3;3;1;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Floridsdorf;92101;124;Parteistimmen;;952;600;6;81;199;127;48;82;9;26;12;4;1;5;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Floridsdorf;92101;125;Parteistimmen;;514;396;2;82;104;117;28;41;12;6;0;3;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Floridsdorf;92101;126;Parteistimmen;;1107;801;4;136;258;230;42;83;15;17;2;5;4;5;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Floridsdorf;92101;127;Parteistimmen;;623;326;0;40;116;85;19;25;10;11;16;0;1;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Floridsdorf;92101;128;Parteistimmen;;963;646;6;82;212;185;50;62;19;9;16;1;2;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Floridsdorf;92101;129;Parteistimmen;;400;257;5;39;80;63;20;18;8;17;3;1;2;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Floridsdorf;92101;130;Parteistimmen;;521;271;2;30;94;72;21;16;8;11;10;4;1;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Floridsdorf;92101;131;Parteistimmen;;700;296;3;30;103;103;13;13;4;9;14;1;2;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Floridsdorf;92101;132;Parteistimmen;;745;549;2;97;164;114;52;64;20;18;0;8;1;9;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Floridsdorf;92101;133;Parteistimmen;;1047;596;8;61;187;154;39;62;29;28;20;2;2;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Floridsdorf;92101;134;Parteistimmen;;983;697;6;116;197;201;52;73;18;14;10;1;5;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;1;Parteistimmen;;777;578;3;102;184;89;70;82;15;19;8;2;1;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;2;Parteistimmen;;848;565;2;92;187;112;65;61;13;23;2;3;2;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;3;Parteistimmen;;863;614;2;84;190;134;84;78;10;10;6;10;2;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;4;Parteistimmen;;739;493;6;103;123;88;60;90;6;11;4;1;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;5;Parteistimmen;;542;295;1;33;126;93;11;11;7;7;0;4;0;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;6;Parteistimmen;;633;512;1;81;170;86;73;68;5;17;3;3;2;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;7;Parteistimmen;;865;503;4;53;173;153;27;18;20;41;5;6;2;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;8;Parteistimmen;;675;417;3;56;138;129;34;35;3;6;8;1;1;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;9;Parteistimmen;;780;516;6;86;137;126;48;62;11;23;6;4;1;6;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;10;Parteistimmen;;800;554;7;133;127;112;69;59;17;15;3;7;2;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;11;Parteistimmen;;609;421;4;86;135;118;17;33;12;7;4;3;1;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;12;Parteistimmen;;874;680;3;134;202;148;52;94;7;21;2;10;0;7;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;13;Parteistimmen;;1010;800;7;146;236;179;83;89;21;22;2;9;5;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;14;Parteistimmen;;835;600;4;127;156;116;63;88;13;18;1;9;0;5;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;15;Parteistimmen;;919;754;3;172;185;171;76;105;20;15;0;4;0;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;16;Parteistimmen;;899;728;4;143;204;165;81;90;19;14;3;2;0;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;17;Parteistimmen;;701;469;3;76;137;155;25;40;7;14;3;2;0;7;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;18;Parteistimmen;;585;306;5;39;104;111;9;14;8;11;2;0;2;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;19;Parteistimmen;;703;552;10;131;145;154;30;44;12;11;9;3;3;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;20;Parteistimmen;;789;583;5;70;219;86;87;66;17;19;13;0;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;21;Parteistimmen;;927;524;8;71;209;126;12;12;13;15;56;0;1;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;22;Parteistimmen;;783;404;0;45;160;139;9;18;13;7;6;4;0;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;23;Parteistimmen;;723;422;8;76;124;120;23;24;13;16;6;6;1;5;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;24;Parteistimmen;;704;425;2;82;140;124;13;28;9;10;12;2;1;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;25;Parteistimmen;;833;502;7;79;170;142;22;37;7;14;15;1;2;6;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;26;Parteistimmen;;713;426;4;78;133;133;19;21;9;15;7;4;2;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;27;Parteistimmen;;659;374;3;54;124;137;9;22;6;8;5;0;2;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;28;Parteistimmen;;514;351;4;45;116;108;10;25;20;15;5;0;1;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;29;Parteistimmen;;820;459;3;72;153;137;21;26;22;10;10;0;0;5;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;30;Parteistimmen;;775;479;6;88;146;128;34;37;16;18;4;1;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;31;Parteistimmen;;963;677;4;132;187;207;44;59;19;14;2;2;0;7;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;32;Parteistimmen;;951;627;1;78;228;127;65;69;17;27;6;3;1;5;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;33;Parteistimmen;;1245;753;5;114;212;101;131;147;18;16;4;2;1;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;34;Parteistimmen;;981;663;4;83;227;125;78;89;19;15;20;0;0;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;35;Parteistimmen;;794;479;6;68;167;101;63;42;12;14;2;0;1;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;36;Parteistimmen;;850;561;6;70;172;150;58;55;16;27;2;2;0;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;37;Parteistimmen;;932;589;4;96;159;138;68;83;8;19;7;3;0;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;38;Parteistimmen;;920;596;4;88;167;137;57;84;17;23;5;7;3;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;39;Parteistimmen;;831;592;4;129;170;141;43;55;18;21;8;2;1;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;40;Parteistimmen;;930;701;11;77;234;172;78;67;28;23;4;2;0;5;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;41;Parteistimmen;;978;607;11;76;197;224;17;26;25;18;5;3;1;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;42;Parteistimmen;;918;697;1;140;209;166;61;59;21;31;1;3;2;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;43;Parteistimmen;;712;419;1;63;138;118;21;36;8;25;6;2;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;44;Parteistimmen;;994;596;6;81;207;158;32;46;19;22;8;4;1;12;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;45;Parteistimmen;;805;644;8;110;151;238;46;43;17;24;1;4;1;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;46;Parteistimmen;;885;577;5;78;152;227;23;46;13;21;4;6;0;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;47;Parteistimmen;;774;578;7;66;184;221;24;32;20;14;1;4;1;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;48;Parteistimmen;;744;488;3;76;160;120;43;36;13;30;4;1;0;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;49;Parteistimmen;;633;485;1;139;105;92;51;70;12;7;1;2;0;5;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;50;Parteistimmen;;971;618;2;105;190;171;28;67;24;17;5;2;1;6;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;51;Parteistimmen;;660;406;6;56;153;125;9;16;8;15;10;1;4;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;52;Parteistimmen;;772;590;9;112;140;177;48;60;17;18;0;5;2;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;53;Parteistimmen;;586;354;0;69;118;114;11;17;3;7;7;4;1;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;54;Parteistimmen;;1031;576;6;76;209;195;15;25;11;5;31;1;0;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;55;Parteistimmen;;959;514;2;65;163;201;12;16;14;10;25;3;1;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;56;Parteistimmen;;912;661;8;136;177;230;25;43;17;14;3;2;2;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;57;Parteistimmen;;712;488;6;92;117;167;19;55;8;15;5;0;3;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;58;Parteistimmen;;874;656;8;134;177;219;27;47;26;12;2;1;0;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;59;Parteistimmen;;1029;631;7;94;183;228;24;44;14;18;12;3;2;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;60;Parteistimmen;;824;493;2;88;142;172;22;26;6;13;12;2;0;8;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;61;Parteistimmen;;1050;659;7;78;200;230;33;53;24;20;12;0;0;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;62;Parteistimmen;;585;347;3;67;99;119;12;20;9;11;2;4;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;63;Parteistimmen;;699;447;1;103;142;123;12;34;14;8;6;2;1;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;64;Parteistimmen;;980;508;5;66;197;171;10;17;5;22;15;0;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;65;Parteistimmen;;584;424;9;78;113;127;27;25;21;16;0;7;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;66;Parteistimmen;;994;685;3;141;188;199;38;62;15;16;12;10;1;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;67;Parteistimmen;;770;357;3;43;145;122;9;7;3;11;12;0;1;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;68;Parteistimmen;;846;400;6;52;173;121;7;11;3;9;15;0;1;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;69;Parteistimmen;;990;509;2;75;172;191;8;15;13;22;9;1;0;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;70;Parteistimmen;;802;472;12;49;148;138;37;35;16;30;2;3;2;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;71;Parteistimmen;;918;657;4;120;194;161;66;64;14;21;6;3;0;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;72;Parteistimmen;;1041;727;4;83;251;151;77;92;23;21;11;3;6;5;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;73;Parteistimmen;;628;339;6;48;135;102;11;12;7;8;9;1;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;74;Parteistimmen;;853;484;3;50;173;103;51;62;12;19;5;0;3;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;75;Parteistimmen;;896;590;6;92;165;161;63;49;22;18;5;4;1;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;76;Parteistimmen;;1003;734;1;139;188;202;61;86;23;18;2;5;1;8;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;77;Parteistimmen;;755;503;5;76;124;188;23;37;21;21;3;2;1;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;78;Parteistimmen;;281;153;0;43;63;23;7;11;2;3;0;1;0;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;79;Parteistimmen;;778;620;6;82;179;143;77;80;21;22;4;3;1;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;80;Parteistimmen;;543;432;4;95;112;80;46;63;13;7;1;6;2;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;81;Parteistimmen;;1057;795;3;71;270;192;88;96;27;26;4;11;1;6;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;82;Parteistimmen;;839;654;7;124;181;155;56;77;13;27;2;6;3;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;83;Parteistimmen;;999;788;7;145;221;184;96;87;13;24;1;7;3;0;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;84;Parteistimmen;;920;727;4;152;172;189;89;81;19;10;1;4;2;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;85;Parteistimmen;;876;510;8;76;136;164;21;45;18;26;13;0;2;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;86;Parteistimmen;;733;455;6;54;159;142;23;28;17;12;4;5;1;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;87;Parteistimmen;;681;508;3;87;156;125;47;50;9;14;1;9;2;5;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;88;Parteistimmen;;761;505;8;56;197;173;19;22;8;10;5;3;0;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;89;Parteistimmen;;842;587;1;79;166;179;55;58;15;17;5;3;3;6;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;90;Parteistimmen;;1136;790;12;113;258;212;55;60;36;32;3;5;3;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;91;Parteistimmen;;890;628;6;64;184;240;24;56;21;20;5;2;3;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;92;Parteistimmen;;1044;744;9;140;169;230;79;78;19;10;2;3;0;5;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;93;Parteistimmen;;1008;720;8;141;203;190;54;76;24;10;0;7;0;7;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;94;Parteistimmen;;1113;862;9;189;220;240;67;88;25;18;0;2;2;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;95;Parteistimmen;;685;485;3;73;154;131;39;33;12;23;10;3;2;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;96;Parteistimmen;;895;609;6;88;199;154;50;62;15;24;3;4;2;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;97;Parteistimmen;;1046;712;5;120;195;202;50;75;16;27;5;1;3;13;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;98;Parteistimmen;;947;683;2;149;171;173;66;71;15;20;7;3;5;1;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;99;Parteistimmen;;908;728;4;156;287;157;35;64;13;4;1;2;1;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;100;Parteistimmen;;996;740;2;158;149;187;94;109;14;20;0;3;1;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;101;Parteistimmen;;938;727;6;162;156;215;61;82;17;17;0;4;4;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;102;Parteistimmen;;867;640;3;132;148;160;79;69;15;16;4;4;1;9;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;103;Parteistimmen;;640;417;4;71;104;132;23;42;12;21;0;2;2;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;104;Parteistimmen;;982;744;2;167;210;164;58;99;17;14;5;4;0;4;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;105;Parteistimmen;;989;753;5;137;206;167;98;88;10;34;3;1;1;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;106;Parteistimmen;;611;453;3;84;101;155;25;53;11;9;0;4;3;5;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;107;Parteistimmen;;804;630;3;154;151;157;54;71;13;15;0;3;1;8;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;108;Parteistimmen;;734;578;1;125;152;138;59;68;9;13;3;5;2;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;109;Parteistimmen;;687;547;1;124;125;120;75;62;12;14;0;8;1;5;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;110;Parteistimmen;;929;747;5;155;209;202;57;68;18;21;1;7;1;3;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;111;Parteistimmen;;1117;820;2;147;245;202;60;109;22;23;5;2;1;2;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;112;Parteistimmen;;1127;737;6;104;198;252;51;62;17;26;4;4;6;7;;
NR241;Nationalratswahl 2024;09.10.2024, 12:40;AT1;AT13;AT130;Sprengel;09;Wien Nord;Donaustadt;92201;113;Parteistimmen;;964;673;11;172;161;182;41;68;15;11;5;2;1;4;;
